ALAMEDA BARCELONA                                                       JARDIM EUROPA                                                           RIO BRANCO                                                              ACRE                                                                    AC69911250 
ALAMEDA BÉLGICA                                                         JARDIM EUROPA                                                           RIO BRANCO                                                              ACRE                                                                    AC69911110 
ALAMEDA COIMBRA                                                         JARDIM EUROPA                                                           RIO BRANCO                                                              ACRE                                                                    AC69911270 
ALAMEDA DINAMARCA                                                       JARDIM EUROPA                                                           RIO BRANCO                                                              ACRE                                                                    AC69911070 
ALAMEDA ESCÓCIA                                                         JARDIM EUROPA                                                           RIO BRANCO                                                              ACRE                                                                    AC69911130 
ALAMEDA ESPANHA                                                         JARDIM EUROPA                                                           RIO BRANCO                                                              ACRE                                                                    AC69911280 
ALAMEDA FRANCA                                                          JARDIM EUROPA                                                           RIO BRANCO                                                              ACRE                                                                    AC69911040 
RUA GÊNOVA                                                              JARDIM EUROPA                                                           RIO BRANCO                                                              ACRE                                                                    AC69911150 
ALAMEDA IRLANDA                                                         JARDIM EUROPA                                                           RIO BRANCO                                                              ACRE                                                                    AC69911120 
RUA ITÁLIA                                                              JARDIM EUROPA                                                           RIO BRANCO                                                              ACRE                                                                    AC69911170 
ALAMEDA LISBOA                                                          JARDIM EUROPA                                                           RIO BRANCO                                                              ACRE                                                                    AC69911260 
ALAMEDA MADRI                                                           JARDIM EUROPA                                                           RIO BRANCO                                                              ACRE                                                                    AC69911180 
ALAMEDA NÁPOLI                                                          JARDIM EUROPA                                                           RIO BRANCO                                                              ACRE                                                                    AC69911200 
ALAMEDA NORUEGA                                                         JARDIM EUROPA                                                           RIO BRANCO                                                              ACRE                                                                    AC69911060 
ALAMEDA PARIS                                                           JARDIM EUROPA                                                           RIO BRANCO                                                              ACRE                                                                    AC69911030 
ALAMEDA SEVILHA                                                         JARDIM EUROPA                                                           RIO BRANCO                                                              ACRE                                                                    AC69911190 
ALAMEDA SUÉCIA                                                          JARDIM EUROPA                                                           RIO BRANCO                                                              ACRE                                                                    AC69911100 
ALAMEDA SUÍÇA                                                           JARDIM EUROPA                                                           RIO BRANCO                                                              ACRE                                                                    AC69911230 
ALAMEDA VENEZA                                                          JARDIM EUROPA                                                           RIO BRANCO                                                              ACRE                                                                    AC69911210 
ALAMEDA VENEZUELA                                                       JARDIM EUROPA                                                           RIO BRANCO                                                              ACRE                                                                    AC69911835 
ALAMEDA VERONA                                                          JARDIM EUROPA                                                           RIO BRANCO                                                              ACRE                                                                    AC69911240 
ALAMEDA MÔNACO                                                          JARDIM EUROPA                                                           RIO BRANCO                                                              ACRE                                                                    AC69911090 
ALAMEDA FINLÂNDIA                                                       JARDIM EUROPA                                                           RIO BRANCO                                                              ACRE                                                                    AC69911050 
ALAMEDA PORTUGAL                                                        JARDIM EUROPA                                                           RIO BRANCO                                                              ACRE                                                                    AC69911080 
ALAMEDA VIENA                                                           JARDIM EUROPA                                                           RIO BRANCO                                                              ACRE                                                                    AC69911220 
ALAMEDA HUNGRIA                                                         JARDIM EUROPA                                                           RIO BRANCO                                                              ACRE                                                                    AC69911175 
ALAMEDA HUNGRIA, 200                                                    JARDIM EUROPA                                                           RIO BRANCO                                                              ACRE                                                                    AC69911900 
ALAMEDA HUNGRIA, 200                                                    JARDIM EUROPA                                                           RIO BRANCO                                                              ACRE                                                                    AC69911900 
RUA ESTÁCIO DE SÁ                                                       JOSÉ AUGUSTO                                                            RIO BRANCO                                                              ACRE                                                                    AC69909050 
RUA MAJOR SALINAS                                                       JOSÉ AUGUSTO                                                            RIO BRANCO                                                              ACRE                                                                    AC69909070 
BECO MATINHA                                                            JOSÉ AUGUSTO                                                            RIO BRANCO                                                              ACRE                                                                    AC69909060 
RUA OLARIA                                                              JOSÉ AUGUSTO                                                            RIO BRANCO                                                              ACRE                                                                    AC69909100 
RUA RIACHUELO                                                           JOSÉ AUGUSTO                                                            RIO BRANCO                                                              ACRE                                                                    AC69909020 
RUA SANTO AFONSO                                                        JOSÉ AUGUSTO                                                            RIO BRANCO                                                              ACRE                                                                    AC69909030 
RUA SANTO ANTÔNIO                                                       JOSÉ AUGUSTO                                                            RIO BRANCO                                                              ACRE                                                                    AC69909010 
RUA VISCONDE DE MAUÁ                                                    JOSÉ AUGUSTO                                                            RIO BRANCO                                                              ACRE                                                                    AC69909080 
RUA GRÊMIO ATLÉTICO SAMPAIO                                             JOSÉ AUGUSTO                                                            RIO BRANCO                                                              ACRE                                                                    AC69909040 
RUA EX-TERRITÓRIO                                                       JOSÉ AUGUSTO                                                            RIO BRANCO                                                              ACRE                                                                    AC69909160 
TRAVESSA SOL                                                            JOSÉ AUGUSTO                                                            RIO BRANCO                                                              ACRE                                                                    AC69909090 
RUA A                                                                   JOÃO EDUARDO                                                            RIO BRANCO                                                              ACRE                                                                    AC69904665 
TRAVESSA ÁLVARO CÉSAR                                                   JOÃO EDUARDO                                                            RIO BRANCO                                                              ACRE                                                                    AC69904130 
RUA ANA NERI                                                            JOÃO EDUARDO                                                            RIO BRANCO                                                              ACRE                                                                    AC69904080 
RUA ANTÔNIO JOSÉ NOGUEIRA                                               JOÃO EDUARDO                                                            RIO BRANCO                                                              ACRE                                                                    AC69904615 
TRAVESSA APUCARANA                                                      JOÃO EDUARDO                                                            RIO BRANCO                                                              ACRE                                                                    AC69904010 
RUA B                                                                   JOÃO EDUARDO                                                            RIO BRANCO                                                              ACRE                                                                    AC69904670 
RUA C                                                                   JOÃO EDUARDO                                                            RIO BRANCO                                                              ACRE                                                                    AC69904620 
RUA CAMPO GRANDE                                                        JOÃO EDUARDO                                                            RIO BRANCO                                                              ACRE                                                                    AC69904120 
RUA CAPIXABA                                                            JOÃO EDUARDO                                                            RIO BRANCO                                                              ACRE                                                                    AC69904060 
TRAVESSA CARLOS SANTOS                                                  JOÃO EDUARDO                                                            RIO BRANCO                                                              ACRE                                                                    AC69904150 
RUA DA PAZ                                                              JOÃO EDUARDO                                                            RIO BRANCO                                                              ACRE                                                                    AC69904645 
RUA DOM BOSCO                                                           JOÃO EDUARDO                                                            RIO BRANCO                                                              ACRE                                                                    AC69904640 
TRAVESSA FLAVIANO                                                       JOÃO EDUARDO                                                            RIO BRANCO                                                              ACRE                                                                    AC69904135 
RUA FRANCISCO XAVIER                                                    JOÃO EDUARDO                                                            RIO BRANCO                                                              ACRE                                                                    AC69904050 
TRAVESSA GUANABARA                                                      JOÃO EDUARDO                                                            RIO BRANCO                                                              ACRE                                                                    AC69904070 
TRAVESSA IACO                                                           JOÃO EDUARDO                                                            RIO BRANCO                                                              ACRE                                                                    AC69904650 
TRAVESSA JERUSALÉM                                                      JOÃO EDUARDO                                                            RIO BRANCO                                                              ACRE                                                                    AC69904653 
TRAVESSA MARIA AMÉLIA                                                   JOÃO EDUARDO                                                            RIO BRANCO                                                              ACRE                                                                    AC69904160 
TRAVESSA MAUÁ                                                           JOÃO EDUARDO                                                            RIO BRANCO                                                              ACRE                                                                    AC69904020 
RUA MAUÁ                                                                JOÃO EDUARDO                                                            RIO BRANCO                                                              ACRE                                                                    AC69904235 
RUA OZANINHA                                                            JOÃO EDUARDO                                                            RIO BRANCO                                                              ACRE                                                                    AC69904015 
RUA QUINZE                                                              JOÃO EDUARDO                                                            RIO BRANCO                                                              ACRE                                                                    AC69904170 
RUA RUI LINO                                                            JOÃO EDUARDO                                                            RIO BRANCO                                                              ACRE                                                                    AC69904660 
TRAVESSA RUI LINO                                                       JOÃO EDUARDO                                                            RIO BRANCO                                                              ACRE                                                                    AC69904655 
RUA SANTA LUZIA                                                         JOÃO EDUARDO                                                            RIO BRANCO                                                              ACRE                                                                    AC69904635 
TRAVESSA SANTA MADALENA                                                 JOÃO EDUARDO                                                            RIO BRANCO                                                              ACRE                                                                    AC69904125 
RUA SANTA MARIA                                                         JOÃO EDUARDO                                                            RIO BRANCO                                                              ACRE                                                                    AC69904610 
RUA SANTA TEREZINHA                                                     JOÃO EDUARDO                                                            RIO BRANCO                                                              ACRE                                                                    AC69904145 
RUA SANTO ANTÔNIO                                                       JOÃO EDUARDO                                                            RIO BRANCO                                                              ACRE                                                                    AC69904605 
RUA SÃO FRANCISCO                                                       JOÃO EDUARDO                                                            RIO BRANCO                                                              ACRE                                                                    AC69904035 
RUA SÃO JORGE                                                           JOÃO EDUARDO                                                            RIO BRANCO                                                              ACRE                                                                    AC69904100 
RUA SÃO JOSÉ                                                            JOÃO EDUARDO                                                            RIO BRANCO                                                              ACRE                                                                    AC69904030 
RUA SÃO LUIZ                                                            JOÃO EDUARDO                                                            RIO BRANCO                                                              ACRE                                                                    AC69904090 
RUA SÃO NICOLAU                                                         JOÃO EDUARDO                                                            RIO BRANCO                                                              ACRE                                                                    AC69904110 
RUA SÃO RAIMUNDO                                                        JOÃO EDUARDO                                                            RIO BRANCO                                                              ACRE                                                                    AC69904625 
TRAVESSA SÃO EDIMAR                                                     JOÃO EDUARDO                                                            RIO BRANCO                                                              ACRE                                                                    AC69904140 
RUA SÃO SEBASTIÃO                                                       JOÃO EDUARDO                                                            RIO BRANCO                                                              ACRE                                                                    AC69904630 
RUA A                                                                   MANOEL JULIÃO                                                           RIO BRANCO                                                              ACRE                                                                    AC69912680 
RUA B                                                                   MANOEL JULIÃO                                                           RIO BRANCO                                                              ACRE                                                                    AC69912660 
RUA C                                                                   MANOEL JULIÃO                                                           RIO BRANCO                                                              ACRE                                                                    AC69912670 
RUA CONQUISTA                                                           MANOEL JULIÃO                                                           RIO BRANCO                                                              ACRE                                                                    AC69912700 
RUA F                                                                   MANOEL JULIÃO                                                           RIO BRANCO                                                              ACRE                                                                    AC69912655 
RUA G                                                                   MANOEL JULIÃO                                                           RIO BRANCO                                                              ACRE                                                                    AC69912675 
RUA JOÃO CHALUB                                                         MANOEL JULIÃO                                                           RIO BRANCO                                                              ACRE                                                                    AC69912645 
RUA MARACANÃ                                                            MANOEL JULIÃO                                                           RIO BRANCO                                                              ACRE                                                                    AC69912695 
RUA PARAÍBA                                                             MANOEL JULIÃO                                                           RIO BRANCO                                                              ACRE                                                                    AC69912705 
RUA RAIMUNDO F. PINTO                                                   MANOEL JULIÃO                                                           RIO BRANCO                                                              ACRE                                                                    AC69912640 
RUA TENENTE ADHERBAL BRASIL                                             MANOEL JULIÃO                                                           RIO BRANCO                                                              ACRE                                                                    AC69912650 
RUA SETE                                                                MANOEL JULIÃO                                                           RIO BRANCO                                                              ACRE                                                                    AC69912685 
RUA OITO                                                                MANOEL JULIÃO                                                           RIO BRANCO                                                              ACRE                                                                    AC69912690 
RUA D                                                                   MANOEL JULIÃO                                                           RIO BRANCO                                                              ACRE                                                                    AC69912665 
RUA CATUMBI                                                             MASCARENHAS DE MORAES                                                   RIO BRANCO                                                              ACRE                                                                    AC69906200 
RUA GRANADA                                                             MASCARENHAS DE MORAES                                                   RIO BRANCO                                                              ACRE                                                                    AC69906180 
RUA LEME                                                                MASCARENHAS DE MORAES                                                   RIO BRANCO                                                              ACRE                                                                    AC69906190 
RUA TIJUCA                                                              MASCARENHAS DE MORAES                                                   RIO BRANCO                                                              ACRE                                                                    AC69906170 
RUA ABACATE                                                             MORADA DO SOL                                                           RIO BRANCO                                                              ACRE                                                                    AC69910310 
RUA AZEITONA                                                            MORADA DO SOL                                                           RIO BRANCO                                                              ACRE                                                                    AC69910250 
RUA CUPUAÇÚ                                                             MORADA DO SOL                                                           RIO BRANCO                                                              ACRE                                                                    AC69910280 
RUA DÁLIA                                                               MORADA DO SOL                                                           RIO BRANCO                                                              ACRE                                                                    AC69910480 
RUA EROS                                                                MORADA DO SOL                                                           RIO BRANCO                                                              ACRE                                                                    AC69910410 
RUA GRAVIOLA                                                            MORADA DO SOL                                                           RIO BRANCO                                                              ACRE                                                                    AC69910300 
RUA I                                                                   MORADA DO SOL                                                           RIO BRANCO                                                              ACRE                                                                    AC69910430 
ESTRADA INVERNADA                                                       MORADA DO SOL                                                           RIO BRANCO                                                              ACRE                                                                    AC69910220 
RUA JAMBO                                                               MORADA DO SOL                                                           RIO BRANCO                                                              ACRE                                                                    AC69910290 
RUA LARANJA                                                             MORADA DO SOL                                                           RIO BRANCO                                                              ACRE                                                                    AC69910270 
RUA MAMÃO                                                               MORADA DO SOL                                                           RIO BRANCO                                                              ACRE                                                                    AC69910340 
RUA MANGA                                                               MORADA DO SOL                                                           RIO BRANCO                                                              ACRE                                                                    AC69910370 
CONJUNTO MARINHO MONTE                                                  MORADA DO SOL                                                           RIO BRANCO                                                              ACRE                                                                    AC69908630 
RUA MELÂNCIA                                                            MORADA DO SOL                                                           RIO BRANCO                                                              ACRE                                                                    AC69910320 
RUA MELÃO                                                               MORADA DO SOL                                                           RIO BRANCO                                                              ACRE                                                                    AC69910330 
RUA MORANGO                                                             MORADA DO SOL                                                           RIO BRANCO                                                              ACRE                                                                    AC69910230 
RUA PERA                                                                MORADA DO SOL                                                           RIO BRANCO                                                              ACRE                                                                    AC69910420 
RUA PÊSSEGO                                                             MORADA DO SOL                                                           RIO BRANCO                                                              ACRE                                                                    AC69910240 
RUA QUATRO                                                              MORADA DO SOL                                                           RIO BRANCO                                                              ACRE                                                                    AC69910440 
RUA TRÊS                                                                MORADA DO SOL                                                           RIO BRANCO                                                              ACRE                                                                    AC69910380 
RUA UVA                                                                 MORADA DO SOL                                                           RIO BRANCO                                                              ACRE                                                                    AC69910400 
RUA VÊNUS                                                               MORADA DO SOL                                                           RIO BRANCO                                                              ACRE                                                                    AC69910470 
RUA VIOLETA                                                             MORADA DO SOL                                                           RIO BRANCO                                                              ACRE                                                                    AC69910490 
RUA PLUTÃO                                                              MORADA DO SOL                                                           RIO BRANCO                                                              ACRE                                                                    AC69910390 
RUA VITÓRIA RÉGIA                                                       MORADA DO SOL                                                           RIO BRANCO                                                              ACRE                                                                    AC69910460 
RUA JASMIN                                                              MORADA DO SOL                                                           RIO BRANCO                                                              ACRE                                                                    AC69910450 
RUA MERCÚRIO                                                            MORADA DO SOL                                                           RIO BRANCO                                                              ACRE                                                                    AC69910350 
RUA MAÇÃ                                                                MORADA DO SOL                                                           RIO BRANCO                                                              ACRE                                                                    AC69910260 
RUA ÓRION                                                               MORADA DO SOL                                                           RIO BRANCO                                                              ACRE                                                                    AC69910360 
RUA MARTE                                                               MORADA DO SOL                                                           RIO BRANCO                                                              ACRE                                                                    AC69910475 
RUA LUA                                                                 MORADA DO SOL                                                           RIO BRANCO                                                              ACRE                                                                    AC69910355 
TRAVESSA ALEGRIA                                                        NOVA ESTAÇÃO                                                            RIO BRANCO                                                              ACRE                                                                    AC69914170 
RUA BELÉM                                                               NOVA ESTAÇÃO                                                            RIO BRANCO                                                              ACRE                                                                    AC69907635 
RUA BURITI                                                              NOVA ESTAÇÃO                                                            RIO BRANCO                                                              ACRE                                                                    AC69914100 
TRAVESSA CASTRO ALVES                                                   NOVA ESTAÇÃO                                                            RIO BRANCO                                                              ACRE                                                                    AC69914150 
RUA DA PAZ                                                              NOVA ESTAÇÃO                                                            RIO BRANCO                                                              ACRE                                                                    AC69907625 
RUA DANIEL DE MATOS                                                     NOVA ESTAÇÃO                                                            RIO BRANCO                                                              ACRE                                                                    AC69907610 
TRAVESSA ELIZABETH                                                      NOVA ESTAÇÃO                                                            RIO BRANCO                                                              ACRE                                                                    AC69914130 
RUA ESPERANÇA                                                           NOVA ESTAÇÃO                                                            RIO BRANCO                                                              ACRE                                                                    AC69914080 
RUA FLORESTA                                                            NOVA ESTAÇÃO                                                            RIO BRANCO                                                              ACRE                                                                    AC69914090 
TRAVESSA HORIZONTE                                                      NOVA ESTAÇÃO                                                            RIO BRANCO                                                              ACRE                                                                    AC69914160 
RUA JOÃO VIANA                                                          NOVA ESTAÇÃO                                                            RIO BRANCO                                                              ACRE                                                                    AC69914030 
RUA MARIVAN DE OLIVEIRA                                                 NOVA ESTAÇÃO                                                            RIO BRANCO                                                              ACRE                                                                    AC69907615 
TRAVESSA MUTEMA                                                         NOVA ESTAÇÃO                                                            RIO BRANCO                                                              ACRE                                                                    AC69914200 
TRAVESSA NITERÓI                                                        NOVA ESTAÇÃO                                                            RIO BRANCO                                                              ACRE                                                                    AC69914180 
RUA OURO VERDE                                                          NOVA ESTAÇÃO                                                            RIO BRANCO                                                              ACRE                                                                    AC69907640 
TRAVESSA PADRE CÍCERO                                                   NOVA ESTAÇÃO                                                            RIO BRANCO                                                              ACRE                                                                    AC69914120 
RUA PALMEIRA                                                            NOVA ESTAÇÃO                                                            RIO BRANCO                                                              ACRE                                                                    AC69914070 
RUA PASSARELA                                                           NOVA ESTAÇÃO                                                            RIO BRANCO                                                              ACRE                                                                    AC69914110 
TRAVESSA RIO BRANCO                                                     NOVA ESTAÇÃO                                                            RIO BRANCO                                                              ACRE                                                                    AC69914140 
RUA SANTA RITA                                                          NOVA ESTAÇÃO                                                            RIO BRANCO                                                              ACRE                                                                    AC69914020 
RUA RUI LINO                                                            NOVA ESTAÇÃO                                                            RIO BRANCO                                                              ACRE                                                                    AC69907620 
RUA SÃO LUIZ                                                            NOVA ESTAÇÃO                                                            RIO BRANCO                                                              ACRE                                                                    AC69907630 
RUA VITÓRIA                                                             NOVA ESTAÇÃO                                                            RIO BRANCO                                                              ACRE                                                                    AC69914210 
TRAVESSA CRUZEIRO DO SUL                                                NOVO HORIZONTE                                                          RIO BRANCO                                                              ACRE                                                                    AC69906450 
BECO DA SOLIDÃO                                                         NOVO HORIZONTE                                                          RIO BRANCO                                                              ACRE                                                                    AC69906455 
